"","Date","ECB","Austria","Belgium","Cyprus","Germany","Estonia","Finland","France","Greece","Ireland","Italy","Lithuania","Luxembourg","Latvia","Malta","Netherlands","Portugal","Slovenia","Slovakia","Spain","Extra EU"
"119",2018-03-31,-231904.44,-47596.44,-16210.86,6685.76,923466.08,14.47,58944.23,-65776.23,-47894.94,11067.95,-442456.47,-5792.15,196838.71,-6368.85,3806.97,112392.75,-82870.4,-161.99,10779.17,-381423.18,4459.86
"120",2018-04-30,-245055.96,-42075.51,-5543.17,7287.57,902364.26,-436.82,66896.36,-103424.87,-45924.72,12148.15,-426096.77,-6036.62,207290.1,-6041.6,3145.46,134820.55,-78711.33,333.44,9845.4,-389287.32,4503.39
"121",2018-05-31,-247376.26,-47659,-12976.98,7511.06,956150.39,134.05,74353.92,-83012.26,-44444.4,14600.72,-464653.34,-6230.11,201610.22,-6729.54,3326.21,116415.73,-79853.25,-277.39,9038.04,-393607.38,3679.55
"122",2018-06-30,-246865.01,-53109.04,-16607.01,7407.75,976266.42,133.79,57440.75,-65339.87,-39982.89,18299.28,-480941.16,-6009.18,226213.69,-6640.93,4322.88,90035.05,-81456.09,460.54,10914.65,-398326.22,3782.58
"123",2018-07-31,-251995.72,-43282.82,-20294.63,7613.19,913270.21,167.24,67888.46,-48777.85,-40243.23,15561.4,-471087.13,-5030.44,215306.64,-6837.4,3608.04,133197.74,-81069.34,407.56,10433.23,-402808.52,3973.36
"124",2018-08-31,-254101.52,-44089.08,-20002.95,7746.61,912448.14,202.82,52319.17,-29874.81,-26501.81,15569.49,-492526.47,-4972.73,212047.83,-7132.44,3567.62,127592.12,-78099.38,554.62,10337.61,-389065.73,3980.88
"125",2018-09-30,-253096.78,-50004.88,-12241.73,8331.21,956487.58,3.79,62630.28,-67105.04,-27592.32,17354.95,-489164.25,-6140.15,220984.17,-7169.01,4170.45,102701.8,-78673.2,-2.04,9855.93,-396189.09,4858.33
"126",2018-10-31,-245720.39,-46952.41,-5343.37,8350.84,927555.16,-232.16,49588.07,-25813.45,-29257.77,11827.61,-489532.02,-4793.41,223699.9,-7271.42,3591.08,91657.81,-78720,180.42,10462.28,-397474.87,4198.09
"127",2018-11-30,-248924.8,-37912.23,-1963.58,8085.85,941129.69,160.9,49567.32,-46219.89,-28857.22,13101.5,-491722.78,-4781.23,216682.18,-6924.34,3778.1,101755.57,-79340.48,980.53,9555.19,-401723.01,3572.73
"128",2018-12-31,-246542.18,-45588.28,-52869.72,7824.29,966190.14,763.96,39826.7,-2296.65,-28596.29,14290.4,-481997.9,-5760.68,212957.52,-6212.64,4540.08,92603.87,-82769.71,1242.67,9667.87,-401892.49,4619.03
"129",2019-01-31,-256609.22,-36484.52,-14582.3,7328.26,868142.12,382.73,71323.7,13521.96,-28973.34,19099.93,-481968.73,-4464.53,219006.32,-6749.25,4109.87,93665.95,-81838.79,2325.27,9145.3,-400762.05,4381.33
"130",2019-02-28,-253161.03,-36847.63,-24392.05,7907.69,872697.82,34.45,74133.32,19821.19,-26058.47,21156.37,-482836.26,-3985.13,219214.01,-6527.66,4074.25,79804.2,-81379.67,425.55,9279.45,-397597.54,4237.16
